Sentiment,clean_text
neutral,t co fb2yscnyq1
positive,well done this time you do very well as a host good job ata aamchya apexanvr pani feru nka next wee
negative,afwahain tere baap kuttey dog ke marne ki thin lekin bhonk kar tu bata raha hai tera baap kutta nahin khinzeer t co cicqf4pysc
neutral,arvind ji apki nautankion ok karan apki ek bhi seat delhi m nahin ayi apka t co z3r5nszbmp
negative,ary betichod yeh kia mazzaq hay be jail se bahar aik bar bhi koi tabiyat kharab nahin magar andar ja t co x8oocd6dln
negative,70salo me apki govt ne kya diya babaji ka thullu sudhar jao ab bji wqt hai warna 52se 5par aa jaoge
neutral,i hope i am one of the reasons a man somewhere in not hating women i hope i am cryingfacecryingface
positive,1010sparkles hiiiiiiiii i hope you re having a great day today we don t interact much but i hope so in the near future ily and good day yellowheartyellowheart
positive,mehenga pad gaya aapko sir ji tohfa dena par it was a very good way of gifting
positive,happy birthday to my favourite actress i am your diehard fan a small fan in this huge world who watche
positive,happy birthday sir aapne hame bohot hasaya aur bohot hi achi achi filme di issi tar t co bmgr8diqcc
neutral,1314 yo niggas baby mai chahti hun is eid mai jis colour ka dress pehnu tum bhi same usi colour ka dress pehno wh t co hbtz0uakjy
positive,as salam o alikum good morning twoheartscherryblossom
positive,congratulations to achieve a great victory hamari puri team ki taraf se aapko dher saari subhkamnaye
negative,ajittyagi samajh nahin aata kaun hain ye media houses jinko is giande ka interview lene ka shauk ha t co licb2yj9qm
positive,kasham she bahut khushi hui sir ji badhai hai aapko sir ji mujhe umid thi ki sarkaar aapki hi ban t co daqdqisjuk
negative,ab aap ko esy rrmarks nahin dyne chahy ab tu aap hath mila chuky hai ya sirf maryam ko sath baitha t co sczdlqyzr4
neutral,sir with due respect ye evm ke wajah se nahin hai ye hamare desh me aap kal wahi jitega jo t co gzv70yd0u8
positive,happy birthday chicha have a great day grinningfacewithsmilingeyes
neutral,bahut hi dukh hai raha hai ye kya hai gaya hai kya kanoon ka dar bilku t co rz11ud2fom
negative,terri bhna ki choot par suar hgakr tere mooh mai mai goings pileofpoopileofpoo madarchood knjrf ki oolad teri bibi ki t co qziti8qofp
neutral,i love yoongi but hoseok wow papi zanyface t co srgxlmzz9l
negative,sacha tahreek pakistan opposition ok rawaye ko condem karty hai
neutral,at last mehnat rang layi good news for yehrishteyhainpyaarke fandom t co a40zpkikat
negative,randi khulli ghumna hai ghoom le duniya ki dushman mat ban jo kaam hai yo dhamm dhamm jo hori hai yo fodd degi is t co rwzsouxdec
neutral,yes i am done the realme 3 pro 6 128gb booked today from flipkart lagta hai aaj raat nind nhin hoga t co 9lbvsf9n7o
positive,modiswearingin congratulations modiji on your second term as our prime minister may bhagwan bholena t co djeopcl9te
neutral,yar zahid that girl is not eligiable for this post sabbb goal maa t co whye2qqwgd
neutral,madam abhi tak samajh me nahin aaya congress ki itani badi haar ka karan aap jayese social media per activ t co t5fjvfn8f8
positive,good initiative kaushal ji aap esei youth logo ko inspire ker t co wnmphrtsna
negative,d hai nair arre congress walon opposition walon kab utroge be sadkon pe kucch toh opposition ki izzat rakho
negative,sharma4 abye chutiya ye choti chaddi gang krti hai muslamn nahin lgao uspr ki o t co x9p7hkp5fr
positive,happy birthday kohinoor baisaa birthdaycakefaceblowingakisswrappedgiftpartypoppervictoryhandconfettiballbirthdaycakefaceblowingakisswrappedgiftpartypopperpartypopper tigerface piti ji always blesssss you crownclappinghands
negative,pia 54 keep your tradition aside and change the fuck mind set and we had better experience of break leg than you
neutral,cherryblossom 5 cherryblossom fonite friday baybeeee custom games last day to enter giveaway good luck t co hsov2bkdri
negative,apne sad ka toti chek kiya hai ki usme se bund bund pani nikalta hai ki nahin t co ohdqyyci6x
negative,why do stations smell so bad bc naak ok baal jal gaye
positive,woods1 7 humetta i love your style of football faceblowingakissfaceblowingakissfaceblowingakiss
negative,raftaar phir se bata kaun wala sri ram bjp wala ya hindu wala hume dar nahin t co qianu4dqhm
negative,abe tu atnkbadi ki awlad hai afjal ki bat karte sarm nahin aati nathu ne to ek desh batne t co nnh48ltjkk
positive,every test in life maks us bitter or better every prblm comes to make us or break us choice is ours to bcome victim or vic
negative,day by day this slogan has proven to be true afghani bhagao mulk bachao
neutral,sp bsp cong tmc etc sari partio ke leader news chanals se gayab bjp ke bhi kuch time de rahe hai r t co 8dndohjena
positive,modiji mahan hai aur jadugar bhi pakistan ne hamare jawanon ko marne koshish ki to unhonne akela yudh viman chal t co pxccxu1v7r
negative,ye himat en ko kbbi nahin mlni jub tak en ok sathfawad chaudhary etc or murad saeed jesy logo mojod hai
neutral,arockstar ill cross my fingers for ya im sure hor wouldnt mind
negative,ye to apne suna hi hoga ki maabaap ok karmo ka fal bacho ko bhugtna padta hai or aap logo ok t co ygjgsusnvl
neutral,ps chota boy india is a democracy it means we have right to choose o t co ktdvz47hnf
positive,congratulations to jay narayan mishra ji nauri nayak ji nitesh ganga deb ji for the wonderful victory jay maa sam t co 7sodpjbteg
neutral,are jo exam pending hai wo clear karao sir july august tak
positive,makinde agebeeka was good was very very good i mean same same level with asha
positive,wish you a very happy birthday akka this is a special year for you with lot of responsibilities on your shoulders nanna s bl
negative,very late media only defamed cong by such taglines cong ka hath pak ke sath media set narrative x p t co p0mkzvuuh6
negative,lakin ab phir se gali ke wohe log police ke dwara jabardasti phir se illegal gate lagwa rahe hain aur hamein paris t co zkoujvubed
neutral,who says breakup hurts the most kabhi phone ki screen apne aap chalne lagi hai or rokne pe bhi na ruke cryingface
neutral,rumours mat udao pehlye jaan lo kya hua hai chacha yeh watsup nahin hai twitter hai fwd msg game mat khelo
negative,aap logo ko bohat jalan hai rahe hain bernol use keya karo rollingonthefloorlaughingrollingonthefloorlaughing bloody afghanis khud to london me mazey l t co cjb3ws9hpw
negative,digital kya bakchodi hai flop actor ko batman bana diya isska haal ben affleck se ghatiya hoga
positive,vese me zada bat nahin krti saadi ki koi bi hai baat ise related but sir apke liy waheguru ji sach me apke zese bahut ac t co rdari00jq6
neutral,in abe ooo itna hi desh prem tha to accidental prime minister pakistan me kyon release kar t co szfthfshfc
neutral,i m not even ganna say what i wanna say slightlysmilingface
positive,shah sir ne bola hai to ab movie bhi dekhunga best of luck looking forward to see you in silver screen
neutral,to isme ranjniti jwabadr nahin aap ke hisab se ye kudrati ghatna hai stairs iisiliye nahin t co pnb2uti18p
positive,guru ji give bless m more sewa simrn parmarth and good deeds always need to me your bless
neutral,sir dhanbad nagar nigam ok upar bhi najar rakhe waha ki saaf safai kuch thik nahin hai kacra lene daily n tco ciraczjjvo
neutral,2244 kunwar nahin mai kisi bhi party ka mureed nahin hu aur ye hi mera stand hai jo mere area ok t co l6fywmdeuy
positive,sir namaste hame aap par aapki sarkarki ekta par pura bharosha hai isliy ham mppsc selected assistant profess
neutral,hi pmo good morning modi ji se ek binti hai hum log facbook pe unke liye din raat lage rahe modi ji ok par t co uaxkoblywj
neutral,dosti mausam nahin jo apni muddat poori kre or rukhsat hai jae dosti sawan nahin toot ok barse or tham jae dosti aag nahin sul
neutral,dushyantsharma oh aaj tak khulla choda tha ab license leke band daala hai licensed cong spokesman t co yrou1dffdg
neutral,jay bajrang bali t co df2w04giki
negative,she wrong coz ali harami her family and media dlaaals in india pakistan arab countries playing shameless haram th t co 6v3ivdiuxk
positive,s aap se inspire hokar mr dixit i wrote my first shayari i dedicate this shayari to you abir aapki yeh t co e6ou8pckd7
positive,saastank dand wad pranam foldedhands hatts of raisinghandsfacewithtearsofjoy yes we r waiting to see arasals mom sunochanda2 sunochanda t co dxrunfujjw
negative,shine glows backbenchers bs itna hi bolunga gussa krty hai maashaallah tere gussa krne m do raiii nhy hai
negative,didi wala disease hai gaya hai facewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoy
positive,kya dua du didi aapko es birthday pe meri umar bhi aapko lag jaye happiest birthday bhagwan aapko t co mgehjf26sx
neutral,world cup ki saari match haarne ke bad phir kehna bhai ghabrana nahin hai
neutral,haha lol ab tau yeh hi kaho ge na tum asliyat aur aukat jo samnay aa rahi hai ahista ahista pata nahin t co 0zl4npbkm1
neutral,sir videsh matri ka option dete toh kya pata neighbouring countries me bhi bjp ki seaten aati facewithtearsofjoy
positive,jbsylxx a thank you sammieeee hehehe redheart
neutral,kejriwal ji aapka jadu aapki safayi karney key liye ready hai aapka broom jhado i t co kfsm2hplk5
negative,log bhauji ko sirf holi mai yaad karte hai election mai vote na de kaar harwa dete hai bad very bad
positive,we are grateful to all of you for the way you have shared our loss thank you all for the prayers and support foldedhands
negative,krishnan km se km tujh jese chutiyo ki trah rallies to nahin nikali iski support me
negative,what a great pity that an organization i dedicated my life for for almost 20 years of my life is unable to confirm that
neutral,same here online application khatam hai gaye hum swayam vaha pe gaye kuch respond hi nahin diya sale t co ice8h6rcpp
positive,inshallha today pakistan will win in icc world cup 2019
positive,no other language has a word as sweet as bhai jaan in urdu redheart
neutral,pallavighosh hv you covered the suicides of girl students of srm college in tamilnadu may b not a prob for you whether bo
negative,shame on sardar manmohan singh for posing at least now ask him to drop his mental prostate ca t co byw2qkapik
negative,bakht11 iss desh me congress jaise neta bache hi nahin adarshwadi payar batne w t co 2lpjrwwztw
positive,congratulations sir partypopper proud of you sir on 29 t co gqx8eoymdt
negative,iyd wo konse log hote hein jo like kiyr beghair karte sleepyface barre hi chawal hote sleepyface
negative,rahul gandhi arvind kajerwal ka kyo sukh gaya muh aur kaho chokidar chor hain dhekadiya na juan chor aur kaun ima t co 4ks1vywkge
negative,jab hum pura kiraya dete aur train late chalti khana kharab mile toilet ganda hai train me saaf safai na hai to
positive,thats a superb news clappinghands brilliant clappinghandsclappinghandsclappinghandsclappinghands appreciated clappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghandsclappinghands khuda kry amal bhi hai smilingfacewithsmilingeyessmilingfacesmilingfaceclappinghandsclappinghandsclappinghandsclappinghands
neutral,let me help you fix your goal manshruggingdarkskintone nahh i m good t co 5rhk4l0lfo
neutral,because hind isnt indic vande mataram is better though but jai shri ram is another emotion t co ssdk6nopor
negative,rathee gandu bhai ki jai hai angrejo bharat choddo facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy desne tumko pehchanliya dhruv rathi t co gbx24w6f0h
positive,currently eating oilfried muri and it is the best thing ever though the kala namak is worriedface
negative,en ma ya krna ke capacity nahin yaha pmln ka koe krta tu un ka randi rona nahin khtam huna tha
positive,modi ji ne sabhi se apeel ki hai chokidaar hata de lekin shreemaan modi ji me chokidaar hatauga lekin apke shapath le t co zpq505dyrp
neutral,absolutely ryt dear bt the thing is most of the people s mith ki jal pawah karo to it will be good for us t co hfvxbkegaq
negative,qus ye hona chahiye desh me sabse bada paltu kaun hai or ss ko remove kar ke kajriwal ji naam dalo
neutral,supporting cardib is just a feminine feeling not musical affiliations to me she is doing mikorogo shagalabghala and s
neutral,goa sahanii suar tere jaiso ko sikhaya ja hi nahin sakta kyonki tu suar ha t co krxutetdzy
negative,my predction is pakistan will loose the worldcup of or wo bhi kuttey ki tarhan india will t co qdb3o35n0x
positive,my best wshs abhi films hasnt been new to you yet the 1st step matters n im sure you have given your best n that wil fetch
negative,lanat hai fawad chodre tum par
positive,already booked tickets for bharat first day first show starstruck t co yppsoyasyo
neutral,54 sarfraz bahia india sa jeetna
negative,madarchod randi ka sulad suwar teri maa behan beti ko chode tumlg sudhrog t co u35zu1dh2v
positive,cronic so many have sacrificed their lives so that we can enjoy the blessings of freedom john 1513 greater love hath no man th
positive,i ve rang them in the past and remember they were always very helpful relievedface
negative,krishna jo gandagi failayi hai yaha ye sab tere maa baap padhenge toh zarur socheng t co ye3ubxc8fv
neutral,presence ki nazakat bhari dhamki pahle recharge nahin karne par outgoing band karne ki dhamki ab number ba t co nuok57gz07
positive,sarfarazahmed wah wah wah captain dil jeet liya apna national dress pehen kar clappinghandsclappinghandsclappinghandsclappinghands make us more proud sarfaraz wehavewewill cwc19
neutral,ye sala chakka hai kya but iske to 2 bache hai flushedface t co nflau6ujbv
positive,sabhi sathiyon aur deshwasiyon ko imandar choukidar narendra modi ji ko phir se pm banane ke liye dher sari badhai aur
positive,we miss you hathi bhai say no to tobacco ntf t co drdpphlb4u
negative,these are the people who bring bad name to our motherland jab aise log hain desh me toh pakistan ki kya jrurt hme facewithtearsofjoy
positive,good bye prof you are legend no one can replace you t co onpf2pxtly
